9223372036854775807	9223372036854775807 9.22337203685478e+18
9223372036854775807	46116860184273879035 4.61168601842739e+19
9223372036854775807	138350580552821637105
9223372036854775807	322818021289917153245
9223372036854775807	645636042579834306490
9223372036854775807	1162144876643701751682
9223372036854775807	1936908127739502919470
9223372036854775807	3043712772162076016310
9223372036854775807	4565569158243114024465
9223372036854775807	6594711006351164702005
9223372036854775807	9232595408891630582807
9223372036854775807	12589902830306768976555
9223372036854775807	16786537107075691968740
9223372036854775807	21951625447714366420660
9223372036854775807	28223518432775613969420
9223372036854775807	35749790014849111027932
9223372036854775807	44687237518561388784915
9223372036854775807	55201881640575833204895
9223372036854775807	67468966449592685028205
9223372036854775807	81672959386349039770985
9223372036854775807	97970657775471428621954
9223372036854775807	116491188825475818442410
9223372036854775807	137336009628767611766230
9223372036854775807	160578907161641646799870
9223372036854775807	186265998284282197422365
9223372036854775807	214415729740762973185329
9223372036854775807	245018878159047119312955
9223372036854775807	278038550050987216702015
9223372036854775807	313410181812325281921860
9223372036854775807	351041539722692767214420
9223372036854775807	390812719945610560494204
9223372036854775807	432576148528488985348300
9223372036854775807	476156581402627801036375
9223372036854775807	521351104383216202490675
9223372036854775807	567929133169332820316025
9223372036854775807	615632413343945720789829
9223372036854775807	664175020373912405862070
9223372036854775807	713243359609979813155310
9223372036854775807	762496166286784315964690
9223372036854775807	811564505522851723257930
9223372036854775807	860107112552818408330171
9223372036854775807	907810392727431308803975
9223372036854775807	954388421513547926629325
9223372036854775807	999582944494136328083625
9223372036854775807	1043163377368275143771700
9223372036854775807	1084926805951153568625796
9223372036854775807	1124697986174071361905580
9223372036854775807	1162329344084438847198140
9223372036854775807	1197700975845776912417985
9223372036854775807	1230720647737717009807045
9223372036854775807	1261323796156001155934671
9223372036854775807	1289473527612481931697635
9223372036854775807	1315160618735122482320130
9223372036854775807	1338403516267996517353770
9223372036854775807	1359248337071288310677590
9223372036854775807	1377768868121292700498046
9223372036854775807	1394066566510415089349015
9223372036854775807	1408270559447171444091795
9223372036854775807	1420537644256188295915105
9223372036854775807	1431052288378202740335085 1.43105228837820e+24
9223372036854775807	1439989735881915018092068
9223372036854775807	1447516007463988515150580
9223372036854775807	1453787900449049762699340
9223372036854775807	1458952988789688437151260
